500, 0.063875
1000, 0.131306
2000, 0.261929
3000, 0.411214
4000, 0.556289
6000, 0.847857
8000, 1.14083
10000, 1.43076
15000, 2.16561
20000, 2.90876
35000, 5.1295
50000, 7.38415
100000, 15.1252
